edition_key,contributor_name,contributor_role,by_statement,translated_from,translation_of
OL23108483M,,,Migelʹ de Servantes Saavedra ; [perevod s ispanskogo N.M. Li︠u︡bimova ; stikhi v perevode I︠U︡.B. Korneeva ; illi︠a︡strat︠s︡ii Gi︠u︡stava Dore].,spa,
OL6208560M,,,[Perevod s ispanskogo N. Liubimova. Stikhi v perevode M. Lozinskogo. Vstup. stat'i͡a︡ I. Ėrenburga].,spa,
OL13987220M,Louis Viardot,Translator,traduction de Louis Viardot ; avec 370 compositions de Gustave Dore  ; grave es sur bois par H. Pisan.,spa,
OL15956095M,,,Servantes.,spa,
OL24405787M,,,,spa,
OL23387069M,,,,spa,
OL24820919M,F. de Brotonne,Translator,par Michel Cervantes ; traduite sur le texte original et d'après les traductions comparées de Oudin et Rosset ... [et al.] par F. de Brotonne,spa,
OL24587461M,F. de Brotonne,Translator,par Michel Cervantes ; traduite sur le texte original et d'après les traductions comparées de Oudin et Rosset ... [et al.] par F. de Brotonne,spa,
OL24770723M,,,Miguel de Cervantes Saavedra ; translated by J.M. Cohen,,
OL24774615M,,,Miguel de Cervantes Saavedra ; translated by J.M. Cohen,,
OL25069604M,,,"from the translation of Motteux, with sixteen original illustrations by L. Hopkins",,
OL24774227M,,,Miguel de Cervantes Saavedra ; translated by J.M. Cohen,,
OL24786017M,,,From the translation of Motteux. With 16 original illus. by L. Hopkins,,
OL24785986M,,,selected and edited by E. Alec Woolf,spa,
OL2694855M,,,Sarbhāṇṭis ; anubādaka Govinda Tripāṭhī.,,
OL13986901M,,,"traduite de l'espagnol de Michel de Cervantes, par Pilleau de Saint-Martin.",,
OL6585080M,,,tr. de l'espagnol par Florian.,,
OL13572393M,,,Miguel de Cervantes Saavedra ; edited and with notes and an index by Tom Lathrop.,,
OL5899950M,,," con muy bellas estampas, gravadas sobres los dibjuos de Coypel.",,
OL20819967M,,,traduitede L'Espagnol de Michel de Cervantes.,,
OL2695389M,,,Saravhanṭisa likhita ; anuvādaka Dā. Na. Sikhare.,,
OL24348734M,,,Peadar Ua Laoghaire do sgríobh ón sgéal Spainneach,,
OL6630114M,,,"compuesto por Miguel de Cervantes Saavedra, y comentado por Don Diego Clemencin.",,
OL1241202M,,,from the Spanish of Miguel de Cervantes Saavedra by T. Smollett ; to which is prefixed a memoir of the author by Thomas Roscoe ; illustrated by George Cruikshank.,,
OL3455323M,,,Miguel de Cervantes ; edición de José María Micó.,,
OL13965427M,,,"Miguel de Cervantes Saavedra ; edicio n, introduccio n y notas de Luis Andre s Murillo. 1.",,
OL13836262M,,,edicio n y notas de Francisco Rodri guez Mari n. 5.,,
OL5899929M,,,"Translated from the Spanish of Miguel de Cervantes Saavedra, to which is prefixed some account of the author's life, by T. Smollet.",,
OL6050037M,,,"Miguel de Cervantes Saavedra ; a new translation from the Spanish, with a critical text based upon the first editions of 1605 and 1615, and with variant readings, variorum notes, and an introduction by Samuel Putnam.",,
OL13986464M,,,by Miguel de Cervantes Saavedra ; a translation based on that of Peter Anthony Motteux ; with the memoir and notes of John Gibson Lockhart.,,
OL4443485M,,,Miguel de Cervantes ; ilustrado por Juan Moreira.,,
OL5670554M,,,Translated from the Spanish by Charles Jarvis.,,
OL4587001M,,,from the Spanish ... by T. Smollett. To which is prefixed some account of the author's life.,,
OL13986900M,,,traduit de l'espagnolde Michel de Cervantes par Florian.,,
OL98930M,,,Michael A. Cervantes ; versio latina ab Antonio Peral Torres.,,
OL20819931M,,,traduitede l'espagnol de Michel de Cervantes.,,
OL16764699M,,,traduite de l' espagnol de Michel de Cervantes.,,
OL6469670M,,,"Franckfurt, In Verlegung T.M. Götzen, 1648.",,
OL15055709M,,,Ozell's revision of the translation of Peter Motteux.  Introd. by Henry Grattan Doyle.,,
OL5670500M,,,Translated from the Spanish by Dr. Smollet.,,
OL6301058M,,,"by Miguel de Cervantes Saavedra; edited with introduction, notes, exercises, and vocabulary by Daniel da Cruz ... and J.W. Kuhne ... illustrations by Gustave Doré.",,
OL4842046M,,,Miguel de Cervantes.,,
OL20502439M,Charles Jarvis,Translator,,spa,
OL13986198M,,,compuesto por Miguel de Cervantes Saavedra ; edicion adornada con 800 laminas repartidas por el contexto.,,
OL13986480M,,,retold by Judge Parry ; illustrated by Walter Crane.,,
OL4419310M,,,Miguel Cervantes De Saavedra ; translated by J. M. Cohen ; abridged by Olive Jones ; drawings by George Him.,,
OL22957207M,,,by Miguel de Cervantes Saavedra ; translated and edited with an introduction by Walter Starkie.,,
OL17371053M,,,Miguel de Cervantes Saavedra.,,
OL6278730M,,,Translated from the original Spanish of Miguel de Cervantes Saavedra by Charles Jarvis ...,,
OL5964399M,,,"Translated from the Spanish, to which is prefixed some account of the author's life, by T. Smollett. Illustrated with 28 new copper-plates designed by Hayman.",,
OL22874522M,F. Kats,Translator,Migel de Serṿanṭes Saaṿedra ... ibergezetsṭ fun F. Ḳats,spa,
OL5899953M,,,Traduit de l'espagnol par H. Bouchon Dubournial.,,
OL3129382M,,,[M. de Cervantes] ; lectura de Camilo José Cela ; ilustraciones de Eberhard Schlotter.,,
OL6507740M,,,iberzetsṭ fun Shpanish...fun Aleksandr Harḳaṿi.,,
OL23303547M,,,traduite de l'Espagnol de Michel de Cervantes,,
OL4828380M,,,"Traduzione, introduzione e note di Vittorio Bodini.",,
OL24372514M,,,Miguel de Cervantes ; ilustraciones Fernando Saez,,
OL24348183M,Juan Antonio Pellicer,Editor,con las notas de J.A. Pellicer,,
OL24998815M,David de Ramón,Cover Design,,,
OL24998815M,Gonzalo Torrente Ballester,Foreword,,,
OL24998815M,Gustavo Doré,Illustrator,,,
OL24998815M,Juan Ramón Alonso,Cover Art,,,
OL6664018M,,,by Miguel de Cervantes Saavedra.,,
OL13986383M,,,"translated from the Spanish of Miguel de Cervantes Saavedra, by Charles Jarvis, Esq... ; illustrated by Tony Johannot, [et al].",,
OL5670159M,,,From the translation of Motteux. With 16 original illus. by L. Hopkins.,,
OL4328432M,,,"Miguel de Cervantes ; introducción preliminar, bibliografía y notas a cargo de Juan Alcina Franch.",,
OL24140036M,,,"corregido denuevo, con nuevas notas, con nuevas vinetas, con nuevo analisis, y con la vida de el autor nuevamente aumentada, por Juan Antonio Pellicer",,
OL23063412M,,,"Miguel de Cervantes ; edición, introducción y notas de Felipe B. Pedraza Jiménez y Milagros Rodríguez Cáceres.",,
OL19885194M,,,traduit de l'espagnol par Florian.,spa,
OL13986370M,,,"translated from the Spanish of Miguel Cervantes de Saavedra, by Charles Jarvis, Esq..",,
OL6081257M,,,"estudio preliminar, edición y notas por Federico de Onís.",,
OL22828950M,,,"translated from the Spanish of Miguel de Cervantes Saavedra ; to which is prefixed, some account of the author's life, by T. Smollett.",,
OL17742465M,,,by Miguel de Cervantes Saavedra.,,
OL13775334M,,,translated by Peter Motteaux.,,
OL13569208M,,,by Cervantes ; the text edited by J. W. Clark and a biographical notice of Cervantes by T. Teignmouth Shore ; illustrated by Gustave Doré.,,
OL4463018M,,,"[por] Miguel Cervantes Saavedra ; edición, estudio y notas de Juan Bautista Avalle-Arce ...",,
OL4312363M,,,Miguel de Cervantes.,,
OL16718892M,,,"By Cervantes. The text edited by J.W. Clark ... and a biographical notice of Cervantes, by T. Teignmouth Shore ... Illustrated by Gustov Doré",,
OL24171989M,,,from the Spanish of Cervantes ;  with illustrations by Gustave Doré,,
OL6284070M,,,M. de Cervantes.,,
OL22973105M,,,compuesto por Miguel de Cervantes Saavedra.,,
OL13986875M,,,vollsta ndige deutsche Ausgabe unterBenutzung der anonymen Ubertragung von 1837 besorgt von Konrad Thorer.,,
OL5670548M,,,With illus. by Gustav Doré.,,
OL4758874M,,,Miguel de Cervantes ; translated by John Ormsby ; illustrated by Daniel Vierge.,,
OL2694666M,,,Sarvāntīsa ; anuvādaka Chavinātha Pāṇḍeya.,,
OL22369063M,,,Miguel de Cervantes Saavedra ; edited and with notes by Tom Lathrop.,,
OL13767352M,,,texto y notas de Martin de Riquer.,,
OL17639512M,,,by Cervantes ; the text edited by  J.W. Clark; and a biographical notice of Cervantes by T. Teignmouth Shore ; illustrated by Gustave Doré.,,
OL21208444M,,,Miguel de Cervantes Saavedra ; texto y notas de Martín de Riquer.,,
OL22777669M,,,retold by Judge Parry ; illustrated by Walter Crane,,
OL5627940M,,,"Translated from the Spanish of Miguel de Cervantes Saavedra, to which is prefixed some account of the author's life, by Dr. Smollett.",,
OL13533748M,,,by Cervantes.,,
OL4339396M,,,"Miguel de Cervantes Saavedra ; edición, introducción y notas de Luis Andrés Murillo.",,
OL5670145M,Charles Jarvis,Translator,"Translated from the Spanish, by Charles Jarvis. Carefully rev. and corr. With numerous illus. by Tony Johannot.",spa,
OL22120037M,,,"by Miguel de Cervantes Saavedra. A translation, with introduction and notes, by John Ormsby.",,
OL13986373M,,,illustrated with twelve engravings.,,
OL6317236M,,,"by Miguel de Cervantes ; a simplified version of the most important episodes ; edited by H. Alpern, J. Martel.",,
OL6390900M,,,adapted from the Motteux translation of the text of Miguel de Cervantes by Leighton Barret and illustrated with drawings by Warren Chappell.,,
OL4035582M,,,por Miguel de Cervantes Saavedra ; edición facsímil con 377 ilustraciones de Gustavo Doré.,,
OL21242356M,,,retold by Judge Parry ; illustrated by Walter Crane.,,
OL2101101M,,,sochinenīe Miguėli͡a︡ Servantesa Saavedry ; perevod s ispanskago V. Karelina ; ispravlennyĭ i dopolnennyĭ V. Zotovym.,,
OL5670160M,,,Translated from the original Spanish by Charles Jarvis. To which is prefixed a life of the author.,,
OL13986307M,,,"translated from the Spanish of Miguel de Cervantes Saavedra ; to which is prefixed, some account of the author's life, by T. Smollet, M.D..",,
OL13533747M,,,translated by J.M. Cohen.,,
OL22607515M,,,"Miguel de Cervantes ; texto, introducción y notas de Martín de Riquer.",,
OL13986467M,,,translated from the Spanish by P.A. Motteux.,,
OL24150204M,J. W. Clark,Editor,"by Cervantes.  The text edited by J. W. Clark, M.A., and a biographical notice of Cervantes by T. Teignmouth Shore, M.A.  Illustrated by Gustave Doré",spa,
OL19660115M,,,"traduzione, prefazione e note di Alfredo Giannini.",,
OL5787593M,,,Por Miguel de Cervantes Saavedra ; ilustraciones de J. Pahissa y A. Deriñá.,,
OL13986291M,,,"translated from the original Spanish of Miguel Cervantes de Saavedra by Charles Jarvis, Esq. :",,
OL6971228M,,,Translated from the Spanish of Miguel de Cervantes Saavedra [by Mary Smirke]  Embellished with engravings from pictures painted by Robert Smirke.,,
OL13986308M,,,"translated from the Spanish of Miguel de Cervantes Saavedra ; to which is prefixed, some account of the author's life, by T. Smollett, M.D..",,
OL24107735M,,,"Michaēl Tservantes ; eisagōgē, G. Kechagioglou, A. Tampakē ; keimeno, glōssari & pinakas kyriōn onomatōn, G. Kechagioglou.",,
OL23334181M,,,by Cervantes ; text edited by J.W. Clark ; and a biographical notice of Cervantes by T. Teignmouth Shore ; illustrated by Gustave Doré.,,
OL22185249M,,,Cervantes ; edición y notas de Francisco Rodríguez Marín.,,
OL22050842M,,,"compuesto por Miguel de Cervantes Saavedra ; con ilustraciones de Gustavo Doré, E. Gamba, C.R. Leslie, Angel Lizcano, E. Oliva, Recio y Gil, Mariano de la Roca y R. Wheelwright.",,
OL6971230M,,,"by Miguel de Cervantes Saavedra ; a translation, with introduction and notes, by John Ormsby.",,
OL5899956M,,,Translated from the Spanish of Miguel de Servantes [sic] Saavedra. To which is prefixed some account of the author's life by T. Smollet [sic].,,
OL5214083M,,,"[by Cervantes] ; with a literal English translation, notes, and an introd. by Ulick Ralph Burke.",,
OL20874519M,,,riduzione Italiana di Giuseppe Fanciulli ; illustrazioni e copertina di Filiberto Scarpelli.,,
OL5899951M,,,"traduction de Filleau de Saint-Martin; avec un essai sur la vie et sur les ouvrages de Cervantes, par M. Auger.",,
OL18015907M,,,Translated and edited with a biographical prelude by Walter Starkie. With decorations from the drawings by Gustave Doré.,,
OL6000655M,,,Translated from the Spanish by Charles Jarvis.,,
OL23339377M,,,Miguel de Cervantes ; introducción por Jorge Campos.,,
OL13986206M,,,de Miguel de Cervantes Saavedra.,,
OL7229368M,Charles Jarvis,Translator,"Translated from the Spanish, by Charles Jarvis.  Carefully rev. and corr. Illustrated by Tony Johannot.",spa,
OL6370216M,,,compuesto por Miguel de Cervantes Saavedra; edición anotada por don Nicolás Diaz de Benjumea é ilustrada por don Ricardo Balaca ...,,
OL4808475M,,,Con un estudio preliminar y bibliografía seleccionada por D. Juan Alcina Franch ... Notas a cargo de D.a Caridad Oriol y D.a Teresa Suero ...,,
OL6119880M,,,Ilus. de Iñigo; adaptación del texto y biografía por Sabastián Juan Arbó.,,
OL2539451M,,,by Miguel de Cervantes ; translated by Tobias Smollett ; with an introduction by Carlos Fuentes.,,
OL23058875M,,,Miguel de Cervantes ; translated by Tobias Smollett ; introduction by Carlos Fuentes ; notes by Stephanie Kirk.,,
OL13649197M,,,"a translation based on that of Peter Anthony Motteux, with the memoir and notes of John Gibson Lockhart.",,
OL20440920M,,,traduit par Francis de Miomandre ; préface de Henry de Montherlant.,,
OL13987946M,,,compuesto por Miguel de Cervantes Saavedra.,,
OL13930547M,,,translated from the Spanish of Miguel de Cervantes Saavedra by Charles Jarvis.,,
OL13658061M,,,ed. y notas de F.R. Marin.,,
OL22609506M,,,"by Miguel de Cervantes Saavedra ; translated by Charles Jervas ; edited, with an introduction by James Fitzmaurice-Kelly. Vol.2.",,
OL5670176M,,,"Translated from the Spanish, by Charles Jarvis. Carefully rev. and corr. With 800 illus. from designs by Tony Johannot.",,
OL6978502M,,,"by Miguel de Cervantes, translated by Thomas Shelton; the illustrations by Daniel Vierge, with an introduction by Royal Cortissoz.",,
OL6237807M,,,Miguʼel de Servanṭes ; targum meḳutsar me-et Ḥ.N. Byaloḳ.,,
OL5670504M,,,"Translated from the Spanish by Dr. Smollett. To which is prefixed, the life of the author.",,
OL22823908M,,,translated from the Spanish of Miguel de Cervantes Saavedra by Charles Jarvis.,,
OL13836322M,,,edicio n y notas de Francisco Rodri guez Mari n. 7.,,
OL5132854M,,,"Translated from the Spanish by Charles Jervas. 100 illus. by A. B. Houghton, engraved by the brothers Dalziel.",,
OL4131380M,,,[por] Miguel de Cervantes ; con grabados de Gustavo Doré.,,
OL22501559M,,,compuesto por Miguel de Cervantes Saavedra ; edición ilustrada con dibujos de Manuel Angél.,,
OL7073200M,,,,spa,
OL6308104M,,,Translated from the original Spanish of Miguel de Cervantes Saavedra by Charles Jarvis...,,
OL5711174M,,,translated from the Spanish,spa,El ingenioso hidalgo Don Quijote de la Mancha
OL23159979M,,,Miguel de Cervantes ; grabados de Gustavo Doré ; edición de José Calero Heras.,,
OL22349189M,,,compuesto por Miguel de Cervantes Saavedra.,,
OL13986382M,,,"translated from the Spanish of Miguel Cervantes de Saavedra, by Charles Jarvis, Esq.... ; with eight hundred illustrations, from designs by Tony Johannot.",,
OL13836314M,,,edicio n y notas de Francisco Rodri guez Mari n. 8.,,
OL120240M,,,Miguel de Cervantes Saavedra ; dirigida por Andrés Amorós.,,
OL22901381M,,,retold by Judge Parry ; illustrated by Walter Crane.,,
OL5267304M,,,[por] Miguel de Cervantes Saavedra. Adaptación de Bernardo Elejalde Toro.,,
OL23896253M,,,me-et Miguʼel de Serṿantes Saṿaidrah ; tirgem Daṿid Yudelovits.,,
OL1596406M,,,compuesto por Miguel de Cervantes Saavedra.,,
OL13986494M,,,"written by Miguel de Cervantes Saavedra ; Motteux' translation revised anew (1743) & corrected, rectified and filled up in numberless places by J. Ozell who likewise added the explanatory notes... ; reprinted with twenty-one illustrations by E. McKnight Kauffer.",,
OL7248581M,John Ormsby,Translator,"a translation, with introduction and notes by John Ormsby.",spa,
OL23934679M,,,FUNDACIÓN EL LIBRO TOTAL,,
OL13986369M,,,"translated from the Spanish of Miguel Cervantes de Saavedra, by Charles Jarvis, Esq..",,
OL4610987M,,,by Miguel de Cervantes Saavedra ; with the ill. of Gustave Doré ; [translation by J. M. Cohen].,,
OL22106733M,,,Texto y notas de Martín de Riquer.,,
OL5670152M,,,With illus. by Schoff.,spa,
OL5670168M,,,Translated from the Spanish.,,
OL5900030M,,,compuesto por Miguel de Cervantes Saavedra.,,
OL13986419M,,,"translated from the Spanish of Miguel de Cervantes Saavedra, by Charles Jarvis ; illustrated by John Gilbert.",,
OL22901382M,P. A. Motteux,Translator,Miguel de Cervantes Saavedra,spa,Don Quixote
OL22901382M,Stephen Boyd,Introduction,Miguel de Cervantes Saavedra,spa,Don Quixote
OL20479717M,,,,spa,
OL4666854M,,,[por] Miguel de Cervantes ; con las ilustraciones de Gustavo Doré ....,,
OL22812805M,,,Miguel de Cervantes.,,
OL5931162M,,,retold by Judge Parry ; illustrated by Walter Crane.,,
OL4462388M,,,"Miguel de Cervantes Saavedra ; textos y notas de Luis Casasnovas Marqués ; ilustraciones de Vela Zanetti, comentadas por Juan Antonio Gaya Nuño.",,
OL4449948M,,,Miguel de Cervantes ; edición de John Jay Allen ; edición ilustrada por Pilar Coomonte.,,
OL22646726M,,,"Translated from the Spanish of Miguel de Cervantes Saavedra. To which is prefixed some account of the author's life, by T. Smollet ; Illustrated with copper-plates. Vol.4.",,
OL3460691M,,,"Miguel de Cervantes ; edición, introducción y notas, Martín de Riquer ; ilustraciones, Salvador Dalí.",,
OL24156394M,,,Translated from the Spanish of Miguel de Cervantes Saavedra by Charles Jarvis ; illustrated by Gustave Doré,,
OL5670140M,,,Translated from the Spanish by Charles Jarvis. Carefully rev. and corr. Illustrated by Tony Johannot.,,
OL24011423M,,,"by Miguel de Cervantes Saavedra ; translated, and with an introduction, by John Ormsby ; illustrated by Enric C. Ricart.",,
OL3875561M,,,compuesto por Miguel de Cervantes Saavedra ; ilustrado por Gregorio Prieto ; revisión y notas de Federico de Onís y Antonio G. Solalinde.,,
OL5925267M,,,[Traduzione italiana di Mary de Hochkofler.,,
OL5973764M,,,Translated from the Spanish by Charles Jarvis. Illustrated by Tony Johannot. With a memoir of Cervantes and a notice of his works.,,
OL1138921M,,,"by Miguel de Cervantes Saavedra ; a translation, with introduction and notes by John Ormsby.",,
OL4878805M,,,by Miguel de Cervantes ; based on Shelton's translation of 1620 ; with ill. by Jean de Bosschère.,,
OL1671018M,,,"Miguel de Cervantes Saavedra ; edición, introducción y notas de Martín de Riquer.",,
OL5670156M,Charles Jarvis,Translator,"Translated from the original Spanish, by Charles Jarvis. To which is prefixed a life of the author.",spa,
OL6449257M,,,"edición conforme a los textos de las dos impresas en 1605 y la de 1615 por Juan de la Cuesta, con un prólogo y notas por Juan Suñé Benages, con un apéndice que contiene pensamientos, refranes, máximas, vocablos y pasajes primorosos, reunidos y ordenados por Joaquín Gil.",,
OL6656772M,,,"by Miguel de Cervantes Saavedra; edited by William Dean Howells, with an introduction by Mildred Howells.",,
OL5899928M,,,"Translated from the Spanish, to which is prefixed some account of the author's life, by T. Smollett.",,
OL22936526M,,,retold by Judge Parry ; illustrated by Walter Crane.,,
OL13938618M,,,by Miguel de Cervantes ; translated by Thomas Shelton.,,
OL6143988M,,,Ilus. originales de Joaquín Vaquero.,,
OL4343415M,,,"[por] M. de Cervantes ; selección, estudio y notas por Alfredo Malo.",,
OL7172553M,Thomas Shelton,Translator,by Miguel de Cervantes; translated by Thomas Shelton.,spa,
OL6500580M,,,"[by] Miguel de Cervantes Saavedra, translated by Peter Motteux, illustrated by Salvador Dali ...",,
OL468131M,,,"Miguel de Cervantes ; edición, Alberto Blecua, Andrés Pozo.",,
OL22166705M,,,by Miguel de Cervantes.,,
OL348852M,,,Miguel de Cervantes ; translated by Burton Raffel ; edited by Diana de Armas Wilson.,,
OL1336939M,,,Miguel de Cervantes ; translated from the Spanish by P.A. Motteux.,,
OL13986199M,,,compuesto par Miguel de Cervantes Saavedra.,,
OL6327228M,,,"compuesto por Miguel de Cervantes Saavedra.  Dirigido al dvqve de Beiar, marques de Gibraleon.  En Madrid, por Iuan de la Cuesta.  Vendese en casa de Francisco de Robles, librero del rey nr̃o señor, año, 1605-15.",,
OL5670143M,,,Translated by Charles Jarvis. [Illus. by A. Houghton],,
OL5670144M,,,"Translated from the Spanish, by Charles Jarvis. Carefully rev. and corr. With numerous illus. by Tony Johannot.",,
OL17197781M,,,by Miguel Cervantes Saavedra :,,
OL450324M,,,"Miguel de Cervantes ; con cuadros cronológicos, introducción, bibliografía, texto íntegro con posibilidad de una lectura abreviada, notas, llamadas de atención y documentos a cargo de Florencio Sevilla Arrollo ; resúmenes de pasajes secundarios y orientaciones para el estudio a cargo de Elena Varela Merino.",,
OL22169130M,,,Proʹlogo y esquema biogrʹafico por Amʹerico Castro.,,
OL22471599M,,,by Miguel de Cervantes ; [abridged from the translation of T. Shelton].,,
