author_key,author_name,bio,birth_date,death_date,birth_year,death_year
OL4759584A,Vanessa James,"Sally Kinsey-Miles was born on 25 July 1944 in Devon, England, UK. She graduated from Girton College, Cambridge (MA in English Literature) She married Christopher Beauman an economist. After graduating, she moved with her husband to the USA, where she lived for three years, first in Washington DC, then New York, and travelled extensively. She began her career as a journalist in America, joining the staff of the newly launched New York magazine, of which she became associate editor, and continued to write for it after her return to England. Interviewed Alan Howard for the Telegraph Magazine in 1970 in an article called 'A Fellow of Most Excellent Fancy'. (Daily Telegraph Supplement, May 29th.) Apparently a very long interview. The following year they met again, and the rest is history. After a long partnership Sally and Alan married in 2004. She has one son, James, and one grandchild.

Sally has had a distinguished career as a journalist and critic, winning the Catherine Pakenham Award for her writing, and becoming the youngest-ever editor of Queen magazine (now Harper’s & Queen). She has contributed to many leading newspapers and magazines in both the UK and the USA, including the Daily Telegraph ( from 1970-73 and 1976-8 she was Arts Editor of the Sunday Telegraph Magazine), the Sunday Times, Observer, Vogue, the New York Times and the New Yorker. She also wrote nine Mills & Boon romances under the pseudonym Vanessa James, before publishing her block-buster novel Destiny in 1987 under her real name. It was her article about Daphne du Maurier, commissioned by Tina Brown, and published in The New Yorker in November 1993, which first gave her the idea for writing Rebecca de Winter’s version of events at Manderley – an idea that subsequently became the novel, Rebecca’s Tale. In 2000 she was one of the Whitbread Prize judges for the best novel category.",25 July 1944,7 July 2016,1944,2016
OL950283A,Virginia Holt,,,,,
OL1423505A,Maggie Cox,"Maggie Cox loved to write almost as soon as she learned to read. Her favorite occupation was daydreaming and making up stories in her head, and this particular pastime has stayed with her through all the years of growing up, starting work, marrying and raising a family. No matter what was going on in her life, whether joy, happiness, struggle or disappointment, she'd go to bed each night and lose herself in her imagination. Through all the years of her secretarial career she kept on filling exercise books and the ""joy oh joy"" her word processor with her writing, never showing anyone what she wrote and basically keeping her stories for her own enjoyment alone.

It wasn't until she met her second husband and the ""love of her life"" that she was persuaded to start sharing those stories with a publisher. She settled on Mills & Boon (Harlequin) as she had loved romance novels since she was a teenager and read at least one or two paperbacks a week. After several rejections, the letters that were sent back from the publisher started to become more and more positive and encouraging, and in July 2002 she sold her first book A Passionate Protector. Since then she has continued written.

The fact that she is being published is truly a dream come true; however, each book she writes is still a journey in ""courage and hope,"" and a quest to learn and grow and be ""the best writer she can."" Her advice to aspiring authors is: ""Don't give up at the first hurdle, or even the second, third or fourth, but keep on keeping on until your dream is realized because if you are truly passionate about writing and learning the craft, as Paulo Coehlo states in his book The Alchemist: ""The Universe will conspire to help you make it a reality.""",,,,
OL18319A,Mark Twain,"Mark Twain, born Samuel Langhorne Clemens, was a prolific American author and humorist. Twain is best known for his novels Adventures of Huckleberry Finn  (1884), which has been called ""the Great American Novel"", and The Adventures of Tom Sawyer  (1876). He is extensively quoted. Twain was a friend to presidents, artists, industrialists, and European royalty. ([Source][1].) 

[1]:http://en.wikipedia.org/wiki/Mark_Twain",30 November 1835,21 April 1910,1835,1910
OL7722491A,Holly Jackson,"Holly Jackson was born in 1992. She grew up in Buckinghamshire and started writing stories from a young age, completing her first (poor) attempt at a book aged fifteen.

*There's more than one author with this name. See also OL12632460A and OL7206877A*",1992,,1992,
OL20452A,Jayne Ann Krentz,"Jayne Ann Krentz, née Jayne Castle is an American writer of romance novels. Krentz is the author of a string of New York Times bestsellers under seven different pseudonyms like ""Amanda Quick"".",1948-03-28,,1948,
OL22665A,Vikram Seth,,20 June 1952,,1952,
OL27843A,Fannie Flagg,,1944,,1944,
OL1860687A,Eileen Jackson,,,,,
OL596770A,Leanne Banks,"Leanne Banks was born on 14 May 1959 in Roanoke, Virginia, USA. She holds a Bachelors degree in Psychology, which she claims she can only use on fictional characters. When her first book was published in 1991, she used the money from her advance to take her family to Disney World.

Leanne is known for telling a story with strong emotion, characters with whom everyone can relate, a kick of hot sensuality, and a feel-good ending that lingers. She believes in creating stories for her readers that will allow them to escape into a place filled fun, emotion and sensuality. She believes that she has the best readers in the world because they understand that love is the greatest miracle of all. 

Leanne is the recipient of Romantic Times Magazine's career-achievement awards in Series Sensuality and Love and Laughter, and her books have been recognized by the Award of Excellence Contest, the Romance Writers of America RITA Award contest and the National Readers' Choice Awards. She is grateful for awards and reviews and was particularly moved by a letter from a reader remarking that Leanne's book got her through a chemotherapy session. The reader's letter inspired a favorite turn of phrase: Never underestimate the power of a romance novel.

Leanne lives in her native Virginia with her husband, two teenage children and a Pomeranian. She also has a little condo in South Carolina where she writes in the off-season. She loves music, chocolate, quotes, and new adventures.",14 May 1959,,1959,
